,activation,batch_size,features,input_keep_prob,layers_units,learning_rate,name,num_epochs,optimizer,output_keep_prob,patience,rnn_unit_type,sliding_decoder,sliding_encoder,state_keep_prob,variational_recurrent
10,tanh,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
11,sigmoid,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.8,True
12,sigmoid,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.8,True
13,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
14,sigmoid,32,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.8,True
15,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.8,True
16,tanh,16,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
17,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
18,tanh,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
19,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.95,True
20,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
21,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
22,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.95,True
23,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
24,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
25,tanh,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.8,True
26,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.8,True
27,tanh,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.95,True
28,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.95,True
29,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
30,tanh,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
31,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.95,True
32,tanh,16,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.95,True
33,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.95,True
34,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.8,True
35,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.95,True
36,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
37,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
38,tanh,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.8,True
39,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.95,True
40,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
41,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
42,tanh,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.8,True
43,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
44,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
45,sigmoid,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.95,True
46,tanh,16,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.8,True
47,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
48,tanh,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
49,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
50,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
51,tanh,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.8,True
52,tanh,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
53,sigmoid,16,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
54,sigmoid,16,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.95,True
55,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.95,True
56,sigmoid,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
57,tanh,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
58,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
59,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.8,True
60,sigmoid,32,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.95,True
61,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.8,True
62,tanh,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
63,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.95,True
64,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.8,True
65,sigmoid,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
66,tanh,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
67,sigmoid,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.95,True
68,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.95,True
69,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.95,True
70,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
71,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.95,True
72,sigmoid,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
73,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.95,True
74,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.8,True
75,sigmoid,32,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.8,True
76,sigmoid,32,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
77,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.8,True
78,sigmoid,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.8,True
79,tanh,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.8,True
80,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
81,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
82,tanh,32,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.95,True
83,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
84,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
85,tanh,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
86,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
87,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
88,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
89,tanh,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
90,tanh,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
91,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
92,sigmoid,16,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
93,tanh,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.95,True
94,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.8,True
95,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
96,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.95,True
97,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
98,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.8,True
99,tanh,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.95,True
100,tanh,16,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
101,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
102,sigmoid,32,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
103,tanh,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.95,True
104,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
105,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
106,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.8,True
107,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
108,tanh,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.95,True
109,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.95,True
110,sigmoid,16,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.95,True
111,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
112,sigmoid,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.8,True
113,sigmoid,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.8,True
114,sigmoid,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.95,True
115,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.95,True
116,sigmoid,16,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
117,sigmoid,32,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
118,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.95,True
119,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
120,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.95,True
121,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.8,True
122,sigmoid,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.95,True
123,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
124,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
125,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.95,True
126,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.8,True
127,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.95,True
128,sigmoid,32,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.95,True
129,sigmoid,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.95,True
130,sigmoid,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.8,True
131,tanh,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.95,True
132,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
133,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
134,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
135,sigmoid,16,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.95,True
136,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
137,sigmoid,32,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
138,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.8,True
139,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
140,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
141,tanh,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
142,tanh,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.8,True
143,tanh,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.8,True
144,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.95,True
145,tanh,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.8,True
146,sigmoid,16,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
147,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.8,True
148,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
149,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
150,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.8,True
151,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.95,True
152,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
153,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.8,True
154,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
155,tanh,16,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.95,True
156,sigmoid,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.95,True
157,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.95,True
158,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.95,True
159,tanh,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.8,True
160,tanh,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
161,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.95,True
162,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
163,tanh,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
164,tanh,16,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
